Date/Heure,Pression différentielle (m),Temperature (K)
16/03/24 10:30:00,0.0075404426179512,281.307
16/03/24 10:45:00,0.0082257539871976,281.412
16/03/24 11:00:00,0.0076275233916918,281.511
16/03/24 11:15:00,0.0082802281982605,281.58
16/03/24 11:30:00,0.0090229690992181,281.678
16/03/24 11:45:00,0.0102713232434071,281.758
16/03/24 12:00:00,0.0083402451197142,281.844
16/03/24 12:15:00,0.0089386393432842,281.881
16/03/24 12:30:00,0.0085945517179431,281.95399999999995
16/03/24 12:45:00,0.0076774257163023,282.01399999999995
16/03/24 13:00:00,0.0076164406094443,282.073
16/03/24 13:15:00,0.0081483407038964,282.101
16/03/24 13:30:00,0.0097950930564251,282.14
16/03/24 13:45:00,0.0105554062110087,282.183
16/03/24 14:00:00,0.0090991582750492,282.227
16/03/24 14:15:00,0.0098979033262517,282.261
16/03/24 14:30:00,0.0104704954509367,282.279
16/03/24 14:45:00,0.0108540614790101,282.315
16/03/24 15:00:00,0.0109350762893033,282.364
16/03/24 15:15:00,0.0113263489095789,282.415
16/03/24 15:30:00,0.0107022680892869,282.455
16/03/24 15:45:00,0.010255476071102,282.495
16/03/24 16:00:00,0.0111550683198378,282.522
